"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000172209",3.4764427761623,-2.06567791072026,62.065807391305,3.3216923425539e-15,8.79337800509145e-15,"GPR22","protein_coding"
"ENSG00000172232",1.60734650608739,0.607991516779658,41.9342402930783,9.43951206099631e-11,1.97254856170702e-10,"AZU1","protein_coding"
"ENSG00000172243",1.73041499916467,4.14284110531546,145.320654402599,1.82750449921521e-33,1.06024614090401e-32,"CLEC7A","protein_coding"
"ENSG00000172244",1.35094151765196,2.16979047365238,243.846214120174,5.70277612706279e-55,6.63679286147731e-54,"C5orf34","protein_coding"
"ENSG00000172292",1.14466612496113,6.44959475623707,139.999999692032,2.6620353032576e-32,1.48013108865563e-31,"CERS6","protein_coding"
"ENSG00000172318",-2.79801365080787,-0.804899603364735,364.967956793379,2.332630396253e-81,4.67124803684957e-80,"B3GALT1","protein_coding"
"ENSG00000172348",-1.07345483622654,3.95145754738795,217.504815740739,3.16709233526958e-49,3.08254171653858e-48,"RCAN2","protein_coding"
"ENSG00000172361",1.37485415043112,1.6410139778046,132.218997075685,1.33991720002755e-30,6.9342226018937e-30,"CFAP53","protein_coding"
"ENSG00000172366",1.14718767417478,5.23863133247754,234.903290067837,5.08235077310322e-53,5.61014441592407e-52,"MCRIP2","protein_coding"
"ENSG00000172379",2.09040311626117,6.23539424914589,148.813978345162,3.14921628942909e-34,1.89001426847121e-33,"ARNT2","protein_coding"
"ENSG00000172382",1.48632944120252,2.65700339511799,107.980346212667,2.71456717636792e-25,1.14012990471698e-24,"PRSS27","protein_coding"
"ENSG00000172399",-3.78015424149097,-0.692719642551201,500.006326909248,9.47531567245763e-111,3.20305081787324e-109,"MYOZ2","protein_coding"
"ENSG00000172403",-2.15115206169321,5.99251733196135,466.795497910636,1.5962349989207e-103,4.76792705267203e-102,"SYNPO2","protein_coding"
"ENSG00000172410",1.99899093359318,-3.86121815866715,29.455024598249,5.72294737401301e-08,1.0234353032926e-07,"INSL5","protein_coding"
"ENSG00000172458",-1.78691904320375,0.939385269819752,492.492820786414,4.08700802347261e-109,1.33218866984945e-107,"IL17D","protein_coding"
"ENSG00000172460",1.17464645504338,0.528700065813808,52.9295178788186,3.45734546896331e-13,8.24798475686514e-13,"PRSS30P","lncRNA"
"ENSG00000172478",3.31854693067042,4.50961530642232,107.851951565061,2.89624242233323e-25,1.21486469779806e-24,"MAB21L4","protein_coding"
"ENSG00000172548",2.70925794311658,0.302465467743557,104.125007176712,1.89945635315064e-24,7.68489860365137e-24,"NIPAL4","protein_coding"
"ENSG00000172554",-1.80227544848555,-0.540899231913607,107.542562055018,3.38556162112127e-25,1.41706822789636e-24,"SNTG2","protein_coding"
"ENSG00000172568",1.68743542944361,-4.15958233911748,24.4297360900783,7.70698851127458e-07,1.28724790985109e-06,"FNDC9","protein_coding"
"ENSG00000172575",1.73635411526967,4.23057976367725,116.472397143189,3.74556184792671e-27,1.7025677894153e-26,"RASGRP1","protein_coding"
"ENSG00000172586",1.07639453389157,4.99248400244218,171.627943878311,3.26299928468579e-39,2.32110871800862e-38,"CHCHD1","protein_coding"
"ENSG00000172602",1.5218178930847,4.30101089816323,95.4496375334206,1.51701867970504e-22,5.6511553375949e-22,"RND1","protein_coding"
"ENSG00000172640",1.48253384535141,-3.51847390879863,34.1719351947054,5.04513297392776e-09,9.57902449688123e-09,"OR10AD1","protein_coding"
"ENSG00000172724",1.16055545867043,4.37402955157111,25.7006777819372,3.98687008790723e-07,6.77740117349055e-07,"CCL19","protein_coding"
"ENSG00000172752",3.4012918787496,-1.83822699242403,75.6002946932012,3.4730970106756e-18,1.06597572294615e-17,"COL6A5","protein_coding"
"ENSG00000172757",1.04514579519701,9.74354616969343,345.039822874077,5.09694805562614e-77,9.54088021353051e-76,"CFL1","protein_coding"
"ENSG00000172771",1.38966816845976,1.83249701672088,73.8077359946801,8.61084734911655e-18,2.58789795908349e-17,"EFCAB12","protein_coding"
"ENSG00000172782",4.24054401959512,-1.65684157925045,55.089471494303,1.15166157325278e-13,2.81775702286696e-13,"FADS6","protein_coding"
"ENSG00000172818",1.37896405004696,3.52304857647149,124.249594698991,7.42862165599788e-29,3.60884845330607e-28,"OVOL1","protein_coding"
"ENSG00000172840",-1.03520479186458,4.10181666088254,361.376256520746,1.41224364321874e-80,2.7852186310396e-79,"PDP2","protein_coding"
"ENSG00000172867",4.6002347894164,-1.71559418227263,76.9482302037559,1.75498523743985e-18,5.46122958778945e-18,"KRT2","protein_coding"
"ENSG00000172889",-1.22467443626671,5.42622887094646,203.110936142476,4.37503472636689e-46,3.88593134507223e-45,"EGFL7","protein_coding"
"ENSG00000172893",1.17465190059054,6.61426213534989,99.1239391014451,2.37183751899742e-23,9.16274327748952e-23,"DHCR7","protein_coding"
"ENSG00000172900",3.35660638848739,-3.40617066637497,36.6360058192473,1.42377458759136e-09,2.78682622488404e-09,"ACTE1P","transcribed_unitary_pseudogene"
"ENSG00000172901",-4.90142837300986,1.05352340238767,1804.66663134575,0,0,"LVRN","protein_coding"
"ENSG00000172927",-1.89604418329442,3.08018855055009,101.017018337652,9.11965242656697e-24,3.58193355981049e-23,"MYEOV","protein_coding"
"ENSG00000172935",-2.48956504052972,3.43099137929093,896.096109952355,6.92598513175069e-197,8.44320874967483e-195,"MRGPRF","protein_coding"
"ENSG00000172940",1.28313177025673,-3.68049486385151,24.3564649733621,8.00576147531716e-07,1.33486284320033e-06,"SLC22A13","protein_coding"
"ENSG00000172954",1.01634217800012,4.30850171708714,254.942303188518,2.17277251529017e-57,2.69078907369744e-56,"LCLAT1","protein_coding"
"ENSG00000172965",1.26062051134089,4.55086999935691,212.773486645123,3.41026451411619e-48,3.2149448693976e-47,"MIR4435-2HG","lncRNA"
"ENSG00000172967",1.24900901629929,-3.75262420024232,10.5851533480455,0.00113999440339135,0.00154650096245293,"XKR3","protein_coding"
"ENSG00000172969",2.81245099077489,-3.37607656392406,22.4549095678833,2.15134895645163e-06,3.49043931089579e-06,"FRG2C","protein_coding"
"ENSG00000172987",-3.06651310178906,0.732760626200544,347.55174298503,1.44639705921726e-77,2.73371847287138e-76,"HPSE2","protein_coding"
"ENSG00000173013",1.11844818819972,2.53987822403725,109.950772763722,1.00454661872129e-25,4.30725034032946e-25,"CCDC96","protein_coding"
"ENSG00000173077",2.74800409685285,-1.38141641517409,61.384568347032,4.69475750925416e-15,1.23295065595802e-14,"DELEC1","lncRNA"
"ENSG00000173110",1.50341630715338,3.15521668299048,82.8714793308509,8.75655463930725e-20,2.89534833428866e-19,"HSPA6","protein_coding"
"ENSG00000173114",-1.8920058653127,1.55570877442431,200.675246695761,1.4875760123655e-45,1.29996281904969e-44,"LRRN3","protein_coding"
"ENSG00000173157",5.5013535625259,-2.06838368694286,108.028854909402,2.64893476388838e-25,1.11304335565797e-24,"ADAMTS20","protein_coding"
"ENSG00000173175",-1.31246867533751,4.51034685407339,75.1150807142808,4.44061483135352e-18,1.35440488327679e-17,"ADCY5","protein_coding"
"ENSG00000173207",1.14978697483477,4.94726406606159,148.332601268211,4.01260660186911e-34,2.40005801194287e-33,"CKS1B","protein_coding"
"ENSG00000173208",-3.81828837985594,2.07516698431074,1358.39650379295,2.30703796865662e-297,1.02269944496926e-294,"ABCD2","protein_coding"
"ENSG00000173210",-1.44905600193301,5.55285625301027,166.407120482416,4.5074953110641e-38,3.08920225025669e-37,"ABLIM3","protein_coding"
"ENSG00000173218",1.07963275523495,5.76798135786721,243.272761461639,7.60531378266335e-55,8.80888630230693e-54,"VANGL1","protein_coding"
"ENSG00000173237",3.63917253741564,-0.675557560778354,26.167658081616,3.13021509775244e-07,5.35193245806989e-07,"C11orf86","protein_coding"
"ENSG00000173239",2.89709128277523,-0.910158363000274,204.189769298487,2.54434825958947e-46,2.27858185506394e-45,"LIPM","protein_coding"
"ENSG00000173253",-2.72276476383433,0.389726246478586,482.062871671081,7.60097646406965e-107,2.41068367368583e-105,"DMRT2","protein_coding"
"ENSG00000173262",2.12987784174934,0.0945640280362803,42.4429320068859,7.27749270135315e-11,1.53010127347088e-10,"SLC2A14","protein_coding"
"ENSG00000173267",-2.16744378834395,5.33755841432392,259.340514030051,2.38929086296905e-58,3.02029282451142e-57,"SNCG","protein_coding"
"ENSG00000173269",-2.02292474147588,5.61167248234712,776.146741116755,8.28489434195837e-171,7.27913802431973e-169,"MMRN2","protein_coding"
"ENSG00000173272",1.49994194331111,5.35968372280994,154.40527507397,1.88869130709954e-35,1.18567505455348e-34,"MZT2A","protein_coding"
"ENSG00000173320",-1.24513439037241,2.60447652740503,125.317393621317,4.33719670341273e-29,2.12341921937915e-28,"STOX2","protein_coding"
"ENSG00000173335",2.84070708821706,3.91790857227368,31.3377634656354,2.16820943103855e-08,3.97583199702989e-08,"CST9","protein_coding"
"ENSG00000173376",-1.38966107667259,2.26319773992783,90.6785341358743,1.6901696685269e-21,6.01583200449218e-21,"NDNF","protein_coding"
"ENSG00000173391",2.62900150942215,4.77745618529642,362.787232904711,6.961108778231e-81,1.37984173495321e-79,"OLR1","protein_coding"
"ENSG00000173404",5.0794659233695,3.41124124314093,108.61474144016,1.97103286918576e-25,8.33224883256788e-25,"INSM1","protein_coding"
"ENSG00000173406",1.2788275999909,0.603789425262938,31.8691568089694,1.64915132674671e-08,3.04061788715329e-08,"DAB1","protein_coding"
"ENSG00000173421",-1.85433262871239,-0.170112033521864,447.963364371246,2.00145604727625e-99,5.57691431458905e-98,"IHO1","protein_coding"
"ENSG00000173432",-3.47261466100251,6.57324977235269,541.856184526388,7.44088773930761e-120,2.98017485328942e-118,"SAA1","protein_coding"
"ENSG00000173457",1.05039084519847,6.58442559299144,169.893718041313,7.80511972039245e-39,5.4742488366147e-38,"PPP1R14B","protein_coding"
"ENSG00000173467",2.50787072874359,7.25593753953523,82.3142918999831,1.16079732532999e-19,3.81745942177735e-19,"AGR3","protein_coding"
"ENSG00000173482",-1.45419032097259,5.77441831961184,399.85218144213,5.93079494809583e-89,1.34982678486125e-87,"PTPRM","protein_coding"
"ENSG00000173511",-1.31366772538033,6.86070327048708,661.307611834948,7.76176900873408e-146,4.98004291168942e-144,"VEGFB","protein_coding"
"ENSG00000173530",-1.49003833585948,2.16596353028495,215.988664328534,6.78256675809958e-49,6.52015596928203e-48,"TNFRSF10D","protein_coding"
"ENSG00000173557",1.50465141150167,0.219618384040629,46.2066359509886,1.06415941838385e-11,2.34482935557806e-11,"FAM166C","protein_coding"
"ENSG00000173597",1.41785596999744,0.532302949869375,32.9636186598582,9.38996724614903e-09,1.75449095829234e-08,"SULT1B1","protein_coding"
"ENSG00000173599",-1.40044298988734,5.65724648083784,307.511603289144,7.60872885591956e-69,1.22146713032684e-67,"PC","protein_coding"
"ENSG00000173627",5.21824142309285,-2.50970437733102,57.2537379431685,3.83060383228907e-14,9.58510939689522e-14,"APOBEC4","protein_coding"
"ENSG00000173641",-5.13267884087282,4.65731815458113,2354.55535058433,0,0,"HSPB7","protein_coding"
"ENSG00000173678",1.57218528284464,-3.94230642109609,18.6164576226989,1.59834750008521e-05,2.46351386717992e-05,"SPDYE2B","protein_coding"
"ENSG00000173702",3.85694185444316,0.190854657908878,60.348875914849,7.94499143625795e-15,2.05635692627669e-14,"MUC13","protein_coding"
"ENSG00000173714",-1.03894929275992,-1.92000011289011,19.3246025120554,1.10276262202762e-05,1.71855105006782e-05,"WFIKKN2","protein_coding"
"ENSG00000173728",1.75704966339778,-2.5039818880619,100.852841428091,9.90775771548167e-24,3.88209751387043e-23,"C1orf100","protein_coding"
"ENSG00000173757",-1.10815776781867,6.37516606345995,411.868015019466,1.43717549949246e-91,3.44374792599513e-90,"STAT5B","protein_coding"
"ENSG00000173805",-1.50242983104859,0.574844311428729,103.015361868433,3.32559501937445e-24,1.33194519205131e-23,"HAP1","protein_coding"
"ENSG00000173809",1.49688563280824,2.28871009556828,25.8624148246622,3.66638968134295e-07,6.24626627403098e-07,"TDRD12","protein_coding"
"ENSG00000173825",2.21066666642445,0.648209851952321,258.733318955999,3.24059610006873e-58,4.08319295425327e-57,"TIGD3","protein_coding"
"ENSG00000173826",4.82269716726436,-0.66692330038839,83.5735147079799,6.13900543054643e-20,2.04406454289532e-19,"KCNH6","protein_coding"
"ENSG00000173838",3.43982633590832,-0.389731452689575,170.693434772575,5.22053699935117e-39,3.68536280030201e-38,"MARCHF10","protein_coding"
"ENSG00000173890",1.43230759452944,5.70387772102436,143.16523271827,5.40883468938879e-33,3.09110227414382e-32,"GPR160","protein_coding"
"ENSG00000173894",2.71308686208873,4.69404414095788,195.583272109884,1.92182339395651e-44,1.62343721520666e-43,"CBX2","protein_coding"
"ENSG00000173917",1.41587900557995,5.38514561219907,68.5447395992642,1.24031493386574e-16,3.53018280826663e-16,"HOXB2","protein_coding"
"ENSG00000173918",-1.7325042598073,5.28239854904736,407.839488502598,1.08247363904031e-90,2.55304091045721e-89,"C1QTNF1","protein_coding"
"ENSG00000173976",-2.37230028485151,-4.37173114503734,81.4727044330567,1.77698969733797e-19,5.79989692881143e-19,"RAX2","protein_coding"
"ENSG00000173988",1.23430229719288,-0.687846126474244,60.7091582434637,6.61616245305926e-15,1.72110227589918e-14,"LRRC63","protein_coding"
"ENSG00000173991",-2.64024764805034,2.26523887169328,301.550518420299,1.51345141483436e-67,2.37107388324049e-66,"TCAP","protein_coding"
"ENSG00000174013",1.03414246580755,4.97237509922452,269.196650782252,1.6982305971268e-60,2.2564024384849e-59,"FBXO45","protein_coding"
"ENSG00000174015",3.43463983937566,-2.14968307634881,42.899430155201,5.76274415113539e-11,1.21964327981658e-10,"CBY2","protein_coding"
"ENSG00000174016",1.69417030747412,-3.18275573294584,19.5217430533792,9.94611047294309e-06,1.55410466053637e-05,"TENT5D","protein_coding"
"ENSG00000174038",1.5734280458224,-2.34091919472846,18.5682179553771,1.63930979375127e-05,2.52545119083158e-05,"C9orf131","protein_coding"
"ENSG00000174059",-1.9044315772202,6.53255460475397,772.152828457156,6.11887383998881e-170,5.30438374439919e-168,"CD34","protein_coding"
"ENSG00000174099",-1.66586947430197,5.55097845041518,428.482610136275,3.47655542136165e-95,8.92239651232355e-94,"MSRB3","protein_coding"
"ENSG00000174137",1.1246639099313,1.13366120182372,147.472934944118,6.18509509167323e-34,3.66910826530068e-33,"FAM53A","protein_coding"
"ENSG00000174145",-3.58693639886924,-0.92700967957431,265.436969753159,1.12055379165145e-59,1.46196666930846e-58,"NWD2","protein_coding"
"ENSG00000174156",3.62541859172606,-0.941757105220067,38.0422656704798,6.92285942273957e-10,1.37912749505194e-09,"GSTA3","protein_coding"
"ENSG00000174175",-1.55522119627259,3.31381817039191,129.063692175818,6.56766831069845e-30,3.31099432411924e-29,"SELP","protein_coding"
"ENSG00000174255",1.67950770642851,-2.54127319619964,44.342221391644,2.75705330714688e-11,5.92903249789414e-11,"ZNF80","protein_coding"
"ENSG00000174325",1.95383339796755,-1.85921818101797,84.2955824195483,4.26066122390747e-20,1.42888922235755e-19,"DIRC1","lncRNA"
"ENSG00000174326",-1.41420549308539,0.764185117321188,110.530977780193,7.49647619997304e-26,3.22778737925992e-25,"SLC16A11","protein_coding"
"ENSG00000174343",7.54005488576751,2.82131762072762,118.888247987418,1.10799144659667e-27,5.1553848201021e-27,"CHRNA9","protein_coding"
"ENSG00000174348",-1.28098138605614,6.14147467851505,142.010880508385,9.67168718855518e-33,5.47435457378899e-32,"PODN","protein_coding"
"ENSG00000174371",3.90661787891531,3.72683916975847,556.829634224597,4.11418360414656e-123,1.75212120521569e-121,"EXO1","protein_coding"
"ENSG00000174429",-6.1112916463866,-1.57367653143151,377.233115735473,4.98151161720984e-84,1.06074655124103e-82,"ABRA","protein_coding"
"ENSG00000174442",1.43311137457505,4.86935522521365,480.487172904346,1.67392519436789e-106,5.24918181931602e-105,"ZWILCH","protein_coding"
"ENSG00000174448",1.52981984581179,-3.3782451290926,32.5548120271364,1.1587786889485e-08,2.15338970350043e-08,"STARD6","protein_coding"
"ENSG00000174453",4.21714822377358,-2.8779804531946,35.2336978870309,2.92419658267198e-09,5.6298938253891e-09,"VWC2L","protein_coding"
"ENSG00000174469",4.30096642524534,5.08807685945224,192.605293360919,8.58364225205779e-44,7.10326440926548e-43,"CNTNAP2","protein_coding"
"ENSG00000174473",1.54220751038011,0.04782014661948,57.9318414847789,2.71358928297013e-14,6.84185095195611e-14,"GALNTL6","protein_coding"
"ENSG00000174500",1.01047442037645,1.62188333168432,74.4726983349226,6.1482689881561e-18,1.85983229860398e-17,"GCSAM","protein_coding"
"ENSG00000174502",1.90729031812026,0.473534229820483,24.8948036961028,6.05454013168661e-07,1.01848904931908e-06,"SLC26A9","protein_coding"
"ENSG00000174521",1.034675528905,-1.51554582458098,39.6768354588698,2.99658753910158e-10,6.09282184407132e-10,"TTC9B","protein_coding"
"ENSG00000174527",-1.05641237343364,-0.66913384235661,75.9408471798381,2.92290779812962e-18,9.02077794343643e-18,"MYO1H","protein_coding"
"ENSG00000174529",1.03555870434202,1.68609412309188,147.766738572806,5.33483777656779e-34,3.16857523848827e-33,"TMEM81","protein_coding"
"ENSG00000174567",1.98575347329721,2.87646226919645,203.498948504125,3.60010560149287e-46,3.21373271199627e-45,"GOLT1A","protein_coding"
"ENSG00000174576",-1.48149088425912,-2.56205313849515,48.8770093207031,2.72526575334451e-12,6.21362390261914e-12,"NPAS4","protein_coding"
"ENSG00000174586",1.1833830010328,2.18741922289053,177.466727080702,1.73203956880346e-40,1.28259042481061e-39,"ZNF497","protein_coding"
"ENSG00000174611",-3.14495902831953,-0.602197250691571,445.305884453283,7.58048162213211e-99,2.08543433060207e-97,"KY","protein_coding"
"ENSG00000174672",2.78897430256974,1.95043141265726,126.210120762297,2.76591010509824e-29,1.36545372310659e-28,"BRSK2","protein_coding"
"ENSG00000174697",-5.875386986641,5.10874883398595,972.592871207119,1.62806064399311e-213,2.33495021037394e-211,"LEP","protein_coding"
"ENSG00000174788",1.64750357064288,2.14666174499922,84.1630016048698,4.55617807105544e-20,1.5256352493723e-19,"PCP2","protein_coding"
